time,NrCellId,supi,tac
2025-02-13 18:23:04.416310352,000000040,208930000000003,000003
2025-02-13 18:34:07.017109539,000000030,208930000000003,000004
2025-02-13 18:44:16.553447092,000000040,208930000000001,000003
2025-02-13 18:58:23.353123177,000000030,208930000000004,000004
2025-02-13 19:26:24.401740131,000000040,208930000000002,000003
2025-02-13 19:27:26.913218180,000000060,208930000000001,000001
2025-02-13 19:37:34.488787998,000000030,208930000000002,000004
2025-02-13 19:45:47.353508990,000000040,208930000000003,000003
2025-02-13 19:58:39.984871451,000000050,208930000000003,000002
2025-02-13 20:30:10.553374159,000000040,208930000000004,000003
2025-02-13 21:31:39.721119200,000000060,208930000000002,000001
2025-02-13 22:16:01.649429307,000000040,208930000000003,000003
2025-02-13 22:25:04.176812797,000000050,208930000000003,000002
2025-02-13 22:36:50.824836746,000000040,208930000000002,000003
2025-02-13 22:43:35.809942671,000000050,208930000000002,000002
2025-02-13 22:47:06.719713031,000000030,208930000000001,000004
2025-02-14 00:14:43.153491198,000000060,208930000000001,000001
2025-02-14 00:37:24.049552155,000000040,208930000000003,000003
2025-02-14 02:01:09.305125057,000000040,208930000000002,000003
2025-02-14 07:10:21.465024220,000000060,208930000000002,000001
2025-02-14 08:19:34.625791235,000000060,208930000000003,000001
2025-02-14 08:26:44.016756917,000000040,208930000000001,000003
2025-02-14 08:55:35.615339353,000000040,208930000000002,000003
2025-02-14 10:16:55.184908214,000000050,208930000000002,000002
2025-02-14 10:32:15.690095215,000000060,208930000000001,000001
2025-02-14 10:44:19.489005880,000000030,208930000000003,000004
2025-02-14 10:44:54.305156744,000000040,208930000000003,000003
2025-02-14 10:54:37.033156369,000000050,208930000000003,000002
2025-02-14 11:17:46.553989556,000000030,208930000000001,000004
2025-02-14 12:23:05.616524003,000000060,208930000000001,000001
2025-02-14 12:41:08.864948720,000000030,208930000000004,000004
2025-02-14 12:41:48.561100198,000000050,208930000000001,000002
2025-02-14 13:10:50.233055770,000000040,208930000000002,000003
2025-02-14 13:15:02.624425065,000000050,208930000000002,000002
2025-02-14 13:22:29.017104989,000000040,208930000000003,000003
2025-02-14 13:29:18.969131592,000000030,208930000000003,000004
2025-02-14 14:05:54.064861679,000000060,208930000000001,000001
2025-02-14 14:49:16.929034470,000000060,208930000000004,000001
2025-02-14 15:16:58.033127202,000000040,208930000000002,000003
2025-02-14 15:21:12.968798117,000000060,208930000000002,000001
2025-02-14 17:03:58.889218851,000000050,208930000000003,000002
2025-02-14 17:27:05.625663382,000000040,208930000000002,000003
2025-02-14 17:34:45.616601713,000000050,208930000000002,000002
2025-02-14 18:01:41.544818352,000000050,208930000000004,000002
2025-02-14 18:13:31.833152598,000000040,208930000000004,000003
2025-02-14 18:37:30.904528054,000000050,208930000000001,000002
2025-02-14 18:46:36.737740962,000000030,208930000000002,000004
2025-02-14 19:11:18.497650388,000000040,208930000000003,000003
2025-02-14 19:19:11.025087645,000000050,208930000000003,000002
2025-02-14 20:13:14.608759362,000000060,208930000000001,000001
2025-02-14 21:36:31.040793760,000000040,208930000000002,000003
2025-02-14 21:38:57.192896220,000000040,208930000000003,000003
2025-02-14 21:43:06.017844590,000000060,208930000000002,000001
2025-02-14 21:53:52.322219227,000000030,208930000000003,000004
2025-02-14 23:28:44.320664519,000000030,208930000000001,000004
2025-02-14 23:46:18.481380202,000000040,208930000000002,000003
2025-02-15 00:40:05.273138108,000000040,208930000000003,000003
2025-02-15 01:53:04.249034635,000000060,208930000000001,000001
2025-02-15 07:19:14.336105041,000000050,208930000000003,000002
2025-02-15 07:37:05.904985153,000000060,208930000000002,000001
2025-02-15 08:40:57.577094909,000000030,208930000000002,000004
2025-02-15 09:23:02.017003600,000000040,208930000000001,000003
2025-02-15 09:40:27.210080710,000000030,208930000000003,000004
2025-02-15 09:41:12.031808622,000000040,208930000000003,000003
2025-02-15 09:54:57.369474133,000000050,208930000000003,000002
2025-02-15 10:54:26.497557781,000000060,208930000000001,000001
2025-02-15 12:15:49.217336359,000000040,208930000000002,000003
2025-02-15 12:19:54.137737337,000000060,208930000000002,000001
2025-02-15 12:57:36.297087445,000000030,208930000000004,000004
2025-02-15 12:58:44.297434561,000000060,208930000000003,000001
2025-02-15 12:59:56.353177753,000000060,208930000000004,000001
2025-02-15 13:05:39.464808212,000000030,208930000000003,000004
2025-02-15 13:17:41.784904424,000000050,208930000000004,000002
2025-02-15 13:25:55.953290295,000000040,208930000000003,000003
2025-02-15 14:16:27.137137324,000000040,208930000000002,000003
2025-02-15 14:23:02.120602123,000000060,208930000000002,000001
2025-02-15 15:12:14.529117192,000000040,208930000000004,000003
2025-02-15 16:21:41.648860635,000000060,208930000000003,000001
2025-02-15 16:49:34.257120863,000000040,208930000000002,000003
2025-02-15 16:54:26.680960918,000000060,208930000000002,000001
2025-02-15 16:55:34.505097728,000000050,208930000000004,000002
2025-02-15 17:03:22.488571637,000000030,208930000000001,000004
2025-02-15 18:11:48.424622359,000000060,208930000000001,000001
2025-02-15 18:59:03.016860895,000000040,208930000000003,000003
2025-02-15 19:54:35.257346987,000000040,208930000000002,000003
2025-02-15 19:54:40.760721832,000000030,208930000000001,000004
2025-02-15 20:08:17.872881525,000000030,208930000000002,000004
2025-02-15 20:18:29.376546523,000000040,208930000000004,000003
2025-02-15 20:57:19.640955100,000000060,208930000000003,000001
2025-02-15 21:15:16.743480850,000000040,208930000000002,000003
2025-02-15 21:56:53.927833003,000000060,208930000000001,000001
2025-02-15 22:02:48.881279922,000000030,208930000000001,000004
2025-02-15 22:59:32.744709508,000000060,208930000000001,000001
2025-02-15 23:14:51.272883667,000000030,208930000000002,000004
2025-02-15 23:38:42.489025484,000000040,208930000000003,000003
2025-02-15 23:49:15.073189840,000000060,208930000000003,000001
2025-02-16 01:09:28.985191011,000000040,208930000000003,000003
2025-02-16 02:59:02.345129945,000000040,208930000000002,000003
2025-02-16 03:31:42.337952840,000000050,208930000000003,000002
2025-02-16 04:50:19.697001667,000000050,208930000000002,000002
2025-02-16 05:27:12.688830868,000000040,208930000000002,000003
2025-02-16 06:11:30.761060259,000000030,208930000000001,000004
2025-02-16 07:12:50.608520587,000000060,208930000000002,000001
2025-02-16 07:34:56.225284419,000000050,208930000000001,000002
2025-02-16 07:36:16.057555453,000000030,208930000000001,000004
2025-02-16 08:07:55.801053171,000000040,208930000000003,000003
2025-02-16 08:19:23.376558395,000000060,208930000000003,000001
2025-02-16 09:37:55.104901569,000000040,208930000000003,000003
2025-02-16 09:48:44.303531516,000000040,208930000000002,000003
2025-02-16 09:50:05.201294795,000000060,208930000000003,000001
2025-02-16 09:50:26.354071080,000000030,208930000000004,000004
2025-02-16 10:19:38.745020195,000000060,208930000000001,000001
2025-02-16 10:23:48.641352771,000000050,208930000000001,000002
2025-02-16 11:14:26.217039256,000000060,208930000000002,000001
2025-02-16 11:15:10.889780411,000000040,208930000000004,000003
2025-02-16 11:20:56.033639210,000000040,208930000000003,000003
2025-02-16 11:30:03.567872762,000000030,208930000000003,000004
2025-02-16 12:26:01.568810693,000000040,208930000000001,000003
2025-02-16 12:31:12.465239423,000000040,208930000000002,000003
2025-02-16 12:35:09.864291712,000000060,208930000000002,000001
2025-02-16 13:18:56.728805469,000000040,208930000000003,000003
2025-02-16 13:32:01.672812582,000000030,208930000000004,000004
2025-02-16 13:57:13.113250878,000000060,208930000000001,000001
2025-02-16 14:02:22.689090403,000000040,208930000000002,000003
2025-02-16 14:06:55.106187583,000000060,208930000000002,000001
2025-02-16 14:07:40.192683080,000000030,208930000000003,000004
2025-02-16 15:09:16.505408512,000000040,208930000000004,000003
2025-02-16 15:40:08.489482464,000000040,208930000000003,000003
2025-02-16 15:41:04.674625137,000000030,208930000000001,000004
2025-02-16 15:48:51.009301631,000000050,208930000000003,000002
2025-02-16 16:29:02.480799502,000000050,208930000000002,000002
2025-02-16 16:30:29.800582563,000000040,208930000000002,000003
2025-02-16 16:37:52.800914627,000000060,208930000000001,000001
2025-02-16 17:39:46.969204304,000000040,208930000000003,000003
2025-02-16 17:47:44.481021756,000000030,208930000000003,000004
2025-02-16 18:35:34.676911521,000000050,208930000000001,000002
2025-02-16 18:36:57.008312577,000000030,208930000000001,000004
2025-02-16 20:00:43.496835989,000000030,208930000000004,000004
2025-02-16 20:11:35.537504888,000000050,208930000000002,000002
2025-02-16 20:18:07.208553360,000000040,208930000000003,000003
2025-02-16 20:24:09.576848435,000000060,208930000000001,000001
2025-02-16 20:28:22.280891879,000000030,208930000000003,000004
2025-02-16 21:33:50.665172773,000000040,208930000000001,000003
2025-02-16 21:34:22.968986480,000000060,208930000000001,000001
2025-02-16 21:38:43.969150209,000000060,208930000000003,000001
2025-02-16 22:45:56.393374773,000000040,208930000000003,000003
2025-02-16 22:56:06.432771313,000000030,208930000000003,000004
2025-02-16 23:21:51.385555785,000000050,208930000000001,000002
2025-02-16 23:24:08.753059802,000000030,208930000000001,000004
2025-02-16 23:42:18.970253289,000000040,208930000000002,000003
2025-02-17 00:52:29.632903811,000000060,208930000000001,000001
2025-02-17 01:02:10.727634901,000000040,208930000000004,000003
2025-02-17 01:25:54.305455284,000000040,208930000000003,000003
2025-02-17 03:19:08.440889391,000000050,208930000000002,000002
2025-02-17 05:04:46.425968249,000000040,208930000000002,000003
2025-02-17 06:16:29.529965778,000000050,208930000000003,000002
2025-02-17 08:06:58.041165294,000000030,208930000000002,000004
2025-02-17 09:07:31.720470600,000000040,208930000000003,000003
2025-02-17 09:18:54.383753005,000000060,208930000000003,000001
2025-02-17 10:30:05.656852117,000000040,208930000000002,000003
2025-02-17 11:24:24.465485723,000000050,208930000000002,000002
2025-02-17 12:21:14.520500902,000000030,208930000000004,000004
2025-02-17 12:43:10.505529271,000000040,208930000000003,000003
2025-02-17 12:46:16.513067101,000000030,208930000000001,000004
2025-02-17 12:52:05.496780283,000000050,208930000000003,000002
2025-02-17 13:06:41.257248177,000000040,208930000000002,000003
2025-02-17 13:29:06.153259557,000000060,208930000000004,000001
2025-02-17 13:29:42.425777033,000000050,208930000000001,000002
2025-02-17 13:53:01.728897293,000000050,208930000000004,000002
2025-02-17 14:54:28.450302071,000000040,208930000000003,000003
2025-02-17 15:37:09.241359566,000000040,208930000000004,000003
2025-02-17 15:45:14.496910334,000000060,208930000000001,000001
2025-02-17 16:08:38.032826903,000000060,208930000000003,000001
2025-02-17 16:47:00.210194553,000000060,208930000000002,000001
2025-02-17 17:30:54.456223652,000000050,208930000000004,000002
2025-02-17 18:34:35.524657350,000000040,208930000000003,000003
2025-02-17 18:50:13.208248159,000000030,208930000000003,000004
2025-02-17 20:25:53.657285949,000000040,208930000000004,000003
2025-02-17 20:26:08.921472485,000000040,208930000000002,000003
2025-02-17 20:36:34.600826261,000000040,208930000000003,000003
2025-02-17 21:28:39.145445141,000000030,208930000000001,000004
2025-02-17 21:39:20.857053089,000000030,208930000000003,000004
2025-02-17 22:08:34.048671026,000000060,208930000000003,000001
2025-02-17 23:12:43.889216622,000000030,208930000000002,000004
2025-02-17 23:15:46.777031425,000000040,208930000000003,000003
2025-02-18 00:18:56.953104397,000000060,208930000000001,000001
2025-02-18 01:59:13.017018219,000000040,208930000000002,000003
